Date-Time,CO
2013-03-01,429.1666666666667
2013-03-02,824.9166666666666
2013-03-03,1620.625
2013-03-04,606.25
2013-03-05,2357.9583333333335
2013-03-06,3085.0833333333335
2013-03-07,3632.875
2013-03-08,2689.2083333333335
2013-03-09,1178.9583333333333
2013-03-10,708.3333333333334
2013-03-11,1670.75
2013-03-12,1635.2916666666667
2013-03-13,504.1666666666667
2013-03-14,1337.2916666666667
2013-03-15,2116.5
2013-03-16,2174.6875
2013-03-17,2558.0
2013-03-18,866.5833333333334
2013-03-19,785.4166666666666
2013-03-20,920.8333333333334
2013-03-21,1454.0416666666667
2013-03-22,979.125
2013-03-23,1312.4583333333333
2013-03-24,1300.0
2013-03-25,1266.625
2013-03-26,1741.2708333333333
2013-03-27,849.9166666666666
2013-03-28,595.7916666666666
2013-03-29,1608.0625
2013-03-30,1666.4583333333333
2013-03-31,1333.0
2013-04-01,1208.1666666666667
2013-04-02,1316.5416666666667
2013-04-03,1454.0416666666667
2013-04-04,2270.4583333333335
2013-04-05,1179.0416666666667
2013-04-06,458.3333333333333
2013-04-07,1254.0833333333333
2013-04-08,450.0
2013-04-09,408.3333333333333
2013-04-10,500.0
2013-04-11,727.0833333333334
2013-04-12,804.1666666666666
2013-04-13,754.1666666666666
2013-04-14,637.5
2013-04-15,1399.8333333333333
2013-04-16,979.0833333333334
2013-04-17,683.3333333333334
2013-04-18,352.0833333333333
2013-04-19,758.3333333333334
2013-04-20,691.6666666666666
2013-04-21,995.7916666666666
2013-04-22,1168.7083333333333
2013-04-23,1195.75
2013-04-24,887.4583333333334
2013-04-25,425.0
2013-04-26,1041.625
2013-04-27,947.9166666666666
2013-04-28,1616.4583333333333
2013-04-29,356.25
2013-04-30,379.1666666666667
2013-05-01,564.5833333333334
2013-05-02,999.9166666666666
2013-05-03,670.8333333333334
2013-05-04,637.5
2013-05-05,1366.625
2013-05-06,1406.2083333333333
2013-05-07,1404.0833333333333
2013-05-08,1397.8333333333333
2013-05-09,497.9166666666667
2013-05-10,545.8333333333334
2013-05-11,522.9166666666666
2013-05-12,520.8333333333334
2013-05-13,1595.625
2013-05-14,687.4166666666666
2013-05-15,1383.25
2013-05-16,860.375
2013-05-17,1233.125
2013-05-18,1104.0416666666667
2013-05-19,512.5
2013-05-20,399.40353881278537
2013-05-21,770.9383561643835
2013-05-22,1296.6369863013697
2013-05-23,1752.3127853881278
2013-05-24,1462.4166666666667
2013-05-25,879.1666666666666
2013-05-26,1366.4583333333333
2013-05-27,787.5
2013-05-28,929.125
2013-05-29,275.0
2013-05-30,631.25
2013-05-31,818.75
2013-06-01,570.8333333333334
2013-06-02,1545.75
2013-06-03,1266.5833333333333
2013-06-04,1670.6666666666667
2013-06-05,1537.2916666666667
2013-06-06,2270.375
2013-06-07,2253.7083333333335
2013-06-08,2528.9166666666665
2013-06-09,954.0833333333334
2013-06-10,537.5
2013-06-11,545.8333333333334
2013-06-12,824.9583333333334
2013-06-13,1199.7916666666667
2013-06-14,804.1666666666666
2013-06-15,1345.7083333333333
2013-06-16,1808.0833333333333
2013-06-17,562.4583333333334
2013-06-18,641.6666666666666
2013-06-19,735.2708333333334
2013-06-20,364.3880208333333
2013-06-21,512.7604166666666
2013-06-22,750.2604166666666
2013-06-23,987.7604166666666
2013-06-24,1225.2604166666667
2013-06-25,1462.7604166666667
2013-06-26,1700.2604166666667
2013-06-27,1937.7604166666667
2013-06-28,2369.0390625
2013-06-29,1503.9166666666667
2013-06-30,2437.125
2013-07-01,2101.7708333333335
2013-07-02,374.9583333333333
2013-07-03,504.1666666666667
2013-07-04,400.0
2013-07-05,350.0
2013-07-06,766.6666666666666
2013-07-07,722.875
2013-07-08,804.1666666666666
2013-07-09,820.8333333333334
2013-07-10,535.4166666666666
2013-07-11,573.529411764706
2013-07-12,713.9705882352941
2013-07-13,1095.8333333333333
2013-07-14,945.8333333333334
2013-07-15,1191.6666666666667
2013-07-16,477.0833333333333
2013-07-17,600.0
2013-07-18,1429.1666666666667
2013-07-19,812.5
2013-07-20,704.1666666666666
2013-07-21,766.6666666666666
2013-07-22,1066.6666666666667
2013-07-23,439.5833333333333
2013-07-24,437.5
2013-07-25,589.5833333333334
2013-07-26,1520.8333333333333
2013-07-27,1291.6666666666667
2013-07-28,1143.75
2013-07-29,825.0
2013-07-30,929.1666666666666
2013-07-31,502.0833333333333
2013-08-01,622.9166666666666
2013-08-02,825.0
2013-08-03,340.1515151515152
2013-08-04,643.1818181818181
2013-08-05,460.4166666666667
2013-08-06,848.6111111111112
2013-08-07,530.5555555555555
2013-08-08,560.4166666666666
2013-08-09,503.40909090909093
2013-08-10,950.7575757575756
2013-08-11,1246.875
2013-08-12,434.375
2013-08-13,820.8333333333334
2013-08-14,708.3333333333334
2013-08-15,1039.5833333333333
2013-08-16,1325.0
2013-08-17,558.3333333333334
2013-08-18,427.0833333333333
2013-08-19,506.25
2013-08-20,1220.8333333333333
2013-08-21,1018.75
2013-08-22,1168.75
2013-08-23,850.0
2013-08-24,664.5833333333334
2013-08-25,591.6666666666666
2013-08-26,795.8333333333334
2013-08-27,1314.5833333333333
2013-08-28,1808.3333333333333
2013-08-29,650.0
2013-08-30,266.6666666666667
2013-08-31,383.3333333333333
2013-09-01,858.3333333333334
2013-09-02,812.5
2013-09-03,1033.3333333333333
2013-09-04,916.6666666666666
2013-09-05,487.5
2013-09-06,1350.0
2013-09-07,1295.8333333333333
2013-09-08,1358.3333333333333
2013-09-09,804.1666666666666
2013-09-10,658.3333333333334
2013-09-11,729.1666666666666
2013-09-12,1537.5
2013-09-13,1070.8333333333333
2013-09-14,900.0
2013-09-15,441.6666666666667
2013-09-16,1012.5
2013-09-17,1870.8333333333333
2013-09-18,2245.8333333333335
2013-09-19,1720.7083333333333
2013-09-20,699.9583333333334
2013-09-21,479.1666666666667
2013-09-22,1208.3333333333333
2013-09-23,950.0
2013-09-24,408.3333333333333
2013-09-25,358.3333333333333
2013-09-26,758.3333333333334
2013-09-27,1662.5
2013-09-28,1379.1666666666667
2013-09-29,1445.8333333333333
2013-09-30,1479.1666666666667
2013-10-01,1029.1666666666667
2013-10-02,304.1666666666667
2013-10-03,1166.6666666666667
2013-10-04,2120.8333333333335
2013-10-05,2266.6666666666665
2013-10-06,2333.3333333333335
2013-10-07,908.3333333333334
2013-10-08,641.6666666666666
2013-10-09,1487.5
2013-10-10,662.5
2013-10-11,775.0
2013-10-12,820.8333333333334
2013-10-13,741.6666666666666
2013-10-14,541.6666666666666
2013-10-15,391.6666666666667
2013-10-16,745.8333333333334
2013-10-17,1287.5
2013-10-18,2150.0
2013-10-19,720.8333333333334
2013-10-20,485.4166666666667
2013-10-21,1000.0
2013-10-22,995.8333333333334
2013-10-23,425.0
2013-10-24,362.5
2013-10-25,650.0
2013-10-26,770.8333333333334
2013-10-27,1950.0
2013-10-28,2875.0
2013-10-29,708.3333333333334
2013-10-30,1100.0
2013-10-31,1662.5
2013-11-01,1758.3333333333333
2013-11-02,2041.6666666666667
2013-11-03,691.6666666666666
2013-11-04,675.0
2013-11-05,2116.6666666666665
2013-11-06,2429.1666666666665
2013-11-07,1918.75
2013-11-08,2345.8333333333335
2013-11-09,1720.8333333333333
2013-11-10,504.1666666666667
2013-11-11,641.6666666666666
2013-11-12,1225.0
2013-11-13,3037.5
2013-11-14,1345.8333333333333
2013-11-15,2095.8333333333335
2013-11-16,893.75
2013-11-17,483.3333333333333
2013-11-18,360.4166666666667
2013-11-19,708.3333333333334
2013-11-20,1933.3333333333333
2013-11-21,2304.1666666666665
2013-11-22,2379.1666666666665
2013-11-23,3454.1666666666665
2013-11-24,1737.5
2013-11-25,529.1666666666666
2013-11-26,708.3333333333334
2013-11-27,350.0
2013-11-28,687.5
2013-11-29,1668.75
2013-11-30,1029.1666666666667
2013-12-01,1500.0
2013-12-02,2683.3333333333335
2013-12-03,1875.0
2013-12-04,2154.1666666666665
2013-12-05,1175.0
2013-12-06,2575.0
2013-12-07,4989.583333333333
2013-12-08,3600.0
2013-12-09,500.0
2013-12-10,760.4166666666666
2013-12-11,745.8333333333334
2013-12-12,739.5833333333334
2013-12-13,1276.0416666666667
2013-12-14,1731.5104166666667
2013-12-15,1551.3392857142856
2013-12-16,1358.482142857143
2013-12-17,1165.625
2013-12-18,972.767857142857
2013-12-19,1006.7336309523811
2013-12-20,1141.6666666666667
2013-12-21,1220.8333333333333
2013-12-22,2604.1666666666665
2013-12-23,3029.1666666666665
2013-12-24,5241.666666666667
2013-12-25,4000.0
2013-12-26,458.3333333333333
2013-12-27,849.1666666666666
2013-12-28,938.3333333333334
2013-12-29,1687.5
2013-12-30,937.5
2013-12-31,1133.3333333333333
2014-01-01,1406.25
2014-01-02,3437.5
2014-01-03,1083.3333333333333
2014-01-04,2304.1666666666665
2014-01-05,1850.0
2014-01-06,2033.3333333333333
2014-01-07,1670.8333333333333
2014-01-08,566.6666666666666
2014-01-09,804.1666666666666
2014-01-10,1641.6666666666667
2014-01-11,2700.0
2014-01-12,683.3333333333334
2014-01-13,1925.0
2014-01-14,2366.6666666666665
2014-01-15,2670.8333333333335
2014-01-16,4941.666666666667
2014-01-17,2179.1666666666665
2014-01-18,1416.6666666666667
2014-01-19,2604.1666666666665
2014-01-20,442.36111111111114
2014-01-21,876.388888888889
2014-01-22,2437.5
2014-01-23,4262.5
2014-01-24,2725.0
2014-01-25,716.6666666666666
2014-01-26,762.5
2014-01-27,1679.1666666666667
2014-01-28,854.1666666666666
2014-01-29,2291.6666666666665
2014-01-30,1100.0
2014-01-31,1329.1666666666667
2014-02-01,1795.8333333333333
2014-02-02,1133.3333333333333
2014-02-03,354.1666666666667
2014-02-04,583.3333333333334
2014-02-05,1504.1666666666667
2014-02-06,2000.0
2014-02-07,1283.3333333333333
2014-02-08,1041.6666666666667
2014-02-09,458.3333333333333
2014-02-10,654.1666666666666
2014-02-11,2000.0
2014-02-12,2345.8333333333335
2014-02-13,2812.5
2014-02-14,3147.9166666666665
2014-02-15,3766.6666666666665
2014-02-16,3350.0
2014-02-17,1800.0
2014-02-18,1077.0833333333333
2014-02-19,1220.8333333333333
2014-02-20,2262.5
2014-02-21,2562.5
2014-02-22,3612.5
2014-02-23,3441.6666666666665
2014-02-24,4437.5
2014-02-25,5133.333333333333
2014-02-26,4264.583333333333
2014-02-27,462.5
2014-02-28,1437.5
2014-03-01,1487.5
2014-03-02,2583.3333333333335
2014-03-03,4479.166666666667
2014-03-04,1195.8333333333333
2014-03-05,633.3333333333334
2014-03-06,520.8333333333334
2014-03-07,1083.3333333333333
2014-03-08,2391.6666666666665
2014-03-09,1491.6666666666667
2014-03-10,1679.1666666666667
2014-03-11,2404.1666666666665
2014-03-12,420.8333333333333
2014-03-13,608.3333333333334
2014-03-14,495.8333333333333
2014-03-15,1537.5
2014-03-16,2075.0
2014-03-17,1120.8333333333333
2014-03-18,579.1666666666666
2014-03-19,820.8333333333334
2014-03-20,362.5
2014-03-21,595.8333333333334
2014-03-22,929.1666666666666
2014-03-23,1429.1666666666667
2014-03-24,1920.8333333333333
2014-03-25,1616.6666666666667
2014-03-26,1991.6666666666667
2014-03-27,2258.3333333333335
2014-03-28,1470.8333333333333
2014-03-29,508.3333333333333
2014-03-30,537.5
2014-03-31,1750.0
2014-04-01,962.5
2014-04-02,870.8333333333334
2014-04-03,450.0
2014-04-04,579.1666666666666
2014-04-05,445.8333333333333
2014-04-06,662.5
2014-04-07,762.5
2014-04-08,1487.5
2014-04-09,870.8333333333334
2014-04-10,1258.3333333333333
2014-04-11,962.5
2014-04-12,1441.6666666666667
2014-04-13,1258.3333333333333
2014-04-14,1841.6666666666667
2014-04-15,775.0
2014-04-16,766.6666666666666
2014-04-17,1254.1666666666667
2014-04-18,1316.6666666666667
2014-04-19,750.0
2014-04-20,691.6666666666666
2014-04-21,537.5
2014-04-22,570.8333333333334
2014-04-23,879.1666666666666
2014-04-24,716.6666666666666
2014-04-25,1062.5
2014-04-26,335.7692307692308
2014-04-27,580.0
2014-04-28,801.5384615384615
2014-04-29,916.025641025641
2014-04-30,841.6666666666666
2014-05-01,708.3333333333334
2014-05-02,337.5
2014-05-03,504.1666666666667
2014-05-04,379.1666666666667
2014-05-05,479.1666666666667
2014-05-06,962.5
2014-05-07,1058.3333333333333
2014-05-08,991.6666666666666
2014-05-09,1212.5
2014-05-10,1166.6666666666667
2014-05-11,825.0
2014-05-12,595.8333333333334
2014-05-13,604.1666666666666
2014-05-14,300.0
2014-05-15,570.8333333333334
2014-05-16,570.8333333333334
2014-05-17,883.3333333333334
2014-05-18,833.3333333333334
2014-05-19,833.3333333333334
2014-05-20,883.3333333333334
2014-05-21,1258.3333333333333
2014-05-22,1295.8333333333333
2014-05-23,654.1666666666666
2014-05-24,858.3333333333334
2014-05-25,487.5
2014-05-26,470.8333333333333
2014-05-27,341.6666666666667
2014-05-28,541.6666666666666
2014-05-29,787.5
2014-05-30,1341.6666666666667
2014-05-31,2095.8333333333335
2014-06-01,512.5
2014-06-02,420.8333333333333
2014-06-03,541.6666666666666
2014-06-04,712.5
2014-06-05,670.8333333333334
2014-06-06,908.3333333333334
2014-06-07,304.1666666666667
2014-06-08,612.5
2014-06-09,504.1666666666667
2014-06-10,1141.6666666666667
2014-06-11,704.1666666666666
2014-06-12,470.8333333333333
2014-06-13,808.3333333333334
2014-06-14,554.1666666666666
2014-06-15,1150.0
2014-06-16,850.0
2014-06-17,766.6666666666666
2014-06-18,583.3333333333334
2014-06-19,1135.4166666666667
2014-06-20,745.8333333333334
2014-06-21,737.5
2014-06-22,404.1666666666667
2014-06-23,366.6666666666667
2014-06-24,575.0
2014-06-25,1050.0
2014-06-26,820.8333333333334
2014-06-27,254.16666666666666
2014-06-28,500.0
2014-06-29,1079.1666666666667
2014-06-30,1083.3333333333333
2014-07-01,954.1666666666666
2014-07-02,833.3333333333334
2014-07-03,1162.5
2014-07-04,1179.1666666666667
2014-07-05,870.8333333333334
2014-07-06,1212.5
2014-07-07,970.8333333333334
2014-07-08,791.6666666666666
2014-07-09,516.6666666666666
2014-07-10,404.1666666666667
2014-07-11,416.6666666666667
2014-07-12,291.6666666666667
2014-07-13,320.8333333333333
2014-07-14,437.5
2014-07-15,416.6666666666667
2014-07-16,812.5
2014-07-17,1820.8333333333333
2014-07-18,1404.1666666666667
2014-07-19,412.5
2014-07-20,445.8333333333333
2014-07-21,370.8333333333333
2014-07-22,454.1666666666667
2014-07-23,566.6666666666666
2014-07-24,962.5
2014-07-25,1204.1666666666667
2014-07-26,1000.0
2014-07-27,775.0
2014-07-28,695.8333333333334
2014-07-29,554.1666666666666
2014-07-30,1170.8333333333333
2014-07-31,1416.6666666666667
2014-08-01,1214.5833333333333
2014-08-02,812.5
2014-08-03,775.0
2014-08-04,470.8333333333333
2014-08-05,337.5
2014-08-06,433.3333333333333
2014-08-07,1083.3333333333333
2014-08-08,962.5
2014-08-09,891.6666666666666
2014-08-10,433.3333333333333
2014-08-11,408.3333333333333
2014-08-12,475.0
2014-08-13,420.8333333333333
2014-08-14,483.3333333333333
2014-08-15,508.3333333333333
2014-08-16,687.5
2014-08-17,595.8333333333334
2014-08-18,683.3333333333334
2014-08-19,808.3333333333334
2014-08-20,891.6666666666666
2014-08-21,1025.0
2014-08-22,783.3333333333334
